"","pid","ahid","asex","amastat","aage","aqfachi","alknbrd","apaygu","aregion","wave1","bhid","bsex","bmastat","bage","bqfachi","blknbrd","bpaygu","bregion","wave2","paych","change_pay"
"5431",15667502,1472402,1,6,22,4,2,697.536560058594,9,1,2603764,1,6,23,4,2,838.660400390625,9,1,141.123840332031,141.123840332031
"5432",15668568,1472496,1,1,54,5,1,1200.923828125,9,1,2603985,1,1,55,5,1,1255.96618652344,9,1,55.0423583984375,55.0423583984375
"5433",15668592,1472496,2,1,50,3,1,1458.12170410156,9,1,2603985,2,1,51,3,1,1593.2255859375,9,1,135.103881835938,135.103881835938
"5434",15669688,1472593,1,1,34,4,1,NA,9,1,2604124,1,1,35,4,2,780,9,1,NA,NA
"5435",15669718,1472593,2,1,40,7,1,684.666687011719,9,1,2604124,2,1,41,7,1,585,9,1,-99.6666870117188,-99.6666870117188
"5436",15670791,1472682,2,4,31,2,1,1801.3857421875,9,1,2604264,2,4,32,2,1,2001.53967285156,9,1,200.153930664062,200.153930664062
"5437",15671917,1472771,2,3,83,7,1,NA,9,1,2604485,2,3,84,7,1,NA,9,1,NA,NA
"5438",15674169,1472968,1,1,65,7,1,NA,9,1,2604558,1,1,66,7,1,NA,9,1,NA,NA
"5439",15674193,1472968,2,1,44,7,1,515.666687011719,9,1,2604558,2,1,46,7,1,537.333312988281,9,1,21.6666259765625,21.6666259765625
"5440",15676404,1473158,2,4,40,3,1,1000.76983642578,9,1,2604779,2,4,41,3,1,1118.86071777344,9,1,118.090881347656,118.090881347656
"5441",15676439,1473158,1,6,16,5,1,65,9,1,2604779,1,6,17,5,1,195,9,1,130,130
"5442",15677516,1473247,1,3,67,7,1,NA,9,1,2604981,1,3,68,7,1,NA,9,1,NA,NA
"5443",15678636,1473336,2,3,80,1,1,NA,9,1,2605058,2,3,81,1,1,NA,9,1,NA,NA
"5444",15683141,1473719,2,1,39,5,1,292.294219970703,9,1,2605139,2,1,40,5,1,277.333343505859,9,1,-14.9608764648438,-14.9608764648438
"5445",15685357,1473891,1,1,54,2,1,2001.53967285156,9,1,2605341,1,1,55,2,1,2301.77075195312,9,1,300.231079101562,300.231079101562
"5446",15685381,1473891,2,1,54,3,1,1408.33337402344,9,1,2605341,2,1,55,3,1,1701.30871582031,9,1,292.975341796875,292.975341796875
"5447",15688712,1474189,1,1,50,2,1,2345.41674804688,9,1,2605929,1,1,51,2,1,1963.51037597656,9,1,-381.906372070312,-381.906372070312
"5448",15688747,1474189,2,1,49,5,1,446.333343505859,9,1,2605929,2,1,50,5,1,433.333343505859,9,1,-13,-13
"5449",15688771,1474189,1,6,16,7,1,56.3333320617676,9,1,2605929,1,6,17,5,1,56.3333320617676,9,1,0,0
"5450",15690946,1474367,1,1,45,3,1,1435.10400390625,9,1,2606135,1,1,46,3,1,1920.47729492188,9,1,485.373291015625,485.373291015625
"5451",15690989,1474367,2,1,45,3,1,1304.00305175781,9,1,2606135,2,1,46,3,1,2001.53967285156,9,1,697.53662109375,697.53662109375
"5452",15691012,1474367,1,6,20,4,1,NA,9,1,2606135,1,6,20,4,1,NA,9,1,NA,NA
"5453",15691047,1474367,2,6,17,5,1,NA,9,1,2606208,2,6,18,4,2,NA,9,1,NA,NA
"5454",15693198,1474553,2,1,71,5,1,NA,9,1,2606569,2,1,72,5,1,NA,9,1,NA,NA
"5455",15693228,1474553,1,1,71,2,1,NA,9,1,2606569,1,1,72,2,1,NA,9,1,NA,NA
"5456",15695433,1474731,1,1,60,7,1,NA,9,1,2606704,1,1,61,7,1,377,9,1,NA,NA
"5457",15695468,1474731,2,1,59,7,1,468,9,1,2606704,2,1,60,7,1,498.333343505859,9,1,30.3333435058594,30.3333435058594
"5458",15695492,1474731,2,6,23,5,1,757.582763671875,9,1,2606704,2,6,24,5,1,1065.81982421875,9,1,308.237060546875,308.237060546875
"5459",15696553,1474839,2,3,49,4,1,1200.923828125,9,1,2606917,2,3,50,4,1,1100.84680175781,9,1,-100.077026367188,-100.077026367188
"5460",15696588,1474839,1,6,28,7,1,NA,9,1,2606917,1,6,29,7,1,NA,9,1,NA,NA
"5461",15697673,1474928,1,1,36,7,1,NA,9,1,2607069,1,1,37,7,1,NA,9,1,NA,NA
"5462",15697703,1474928,2,1,31,5,1,NA,9,1,2607069,2,1,32,5,1,NA,9,1,NA,NA
"5463",15703266,1475398,2,3,82,7,1,NA,9,1,2607786,2,3,83,7,1,NA,9,1,NA,NA
"5464",15704386,1475487,1,4,43,2,1,NA,9,1,2607859,1,4,44,2,1,NA,9,1,NA,NA
"5465",15709981,1475959,1,1,48,7,2,1978.16662597656,9,1,2607999,1,1,49,7,2,1965.75048828125,9,1,-12.4161376953125,-12.4161376953125
"5466",15710017,1475959,2,1,42,5,2,39,9,1,2607999,2,1,43,5,2,86.6666641235352,9,1,47.6666641235352,47.6666641235352
"5467",15713342,1476238,2,4,38,2,1,1882.44812011719,9,1,2608499,2,4,39,2,1,2122.6328125,9,1,240.184692382812,240.184692382812
"5468",15723429,1477072,1,6,73,7,1,164.66667175293,9,1,2608995,1,6,74,7,1,NA,9,1,NA,NA
"5469",15732371,1477811,2,3,76,7,1,NA,9,1,2609061,2,4,77,7,1,NA,9,1,NA,NA
"5470",15733491,1477919,1,1,67,7,1,NA,9,1,2609134,1,1,68,7,1,NA,9,1,NA,NA
"5471",15734617,1478001,1,2,38,7,2,NA,9,1,2609274,1,1,39,7,2,NA,9,1,NA,NA
"5472",15734641,1478001,2,2,42,5,1,207.159362792969,9,1,2609274,2,1,43,5,1,225.173217773438,9,1,18.0138549804688,18.0138549804688
"5473",15735737,1478109,1,6,27,2,1,1584.21862792969,9,1,2609428,1,6,28,2,1,1581.21630859375,9,1,-3.0023193359375,-3.0023193359375
"5474",15736857,1478192,1,1,34,2,1,1346.03540039062,9,1,2609495,1,1,35,2,1,1367.05163574219,9,1,21.0162353515625,21.0162353515625
"5475",15736881,1478192,2,1,35,2,1,2750,9,1,2609495,2,1,36,2,1,2268.7451171875,9,1,-481.2548828125,-481.2548828125
"5476",15737977,1478281,2,6,26,2,1,1666.66662597656,9,1,2609711,2,6,27,2,1,1876.44348144531,9,1,209.77685546875,209.77685546875
"5477",15738019,1478281,1,6,24,2,1,1100.84680175781,9,1,2609789,1,2,25,2,2,1170.90075683594,6,1,70.053955078125,70.053955078125
"5478",15739104,1478389,1,6,31,1,1,1901.46264648438,9,1,2609851,1,6,32,1,1,2005.775390625,9,1,104.312744140625,104.312744140625
"5479",15740218,1478478,1,1,69,7,2,NA,9,1,2609924,1,1,70,7,1,NA,9,1,NA,NA
"5480",15740242,1478478,2,1,75,7,2,NA,9,1,2609924,2,1,76,7,1,NA,9,1,NA,NA
"5481",15742458,1478656,2,4,45,4,1,980.754455566406,9,1,2610078,2,4,46,4,1,900.69287109375,9,1,-80.0615844726562,-80.0615844726562
"5482",15742482,1478656,1,6,23,4,1,NA,9,1,2610078,1,6,24,NA,NA,NA,9,1,NA,NA
"5483",15745813,1478931,2,6,43,5,1,875.673583984375,9,1,2610361,2,6,44,5,1,1083.83374023438,9,1,208.16015625,208.16015625
"5484",15748057,1479121,1,5,57,7,2,NA,9,1,2610647,1,5,58,7,1,NA,9,1,NA,NA
"5485",15749177,1479229,1,1,79,7,1,NA,9,1,2610728,1,1,80,7,1,NA,9,1,NA,NA
"5486",15749207,1479229,2,1,72,7,1,NA,9,1,2610728,2,1,73,7,2,NA,9,1,NA,NA
"5487",15751449,1479407,2,1,59,7,1,225.33332824707,9,1,2611015,2,1,60,7,1,234,9,1,8.66667175292969,8.66667175292969
"5488",15752526,1479504,1,1,31,7,1,828.4345703125,9,1,2611155,1,1,32,7,2,1000.76983642578,9,1,172.335266113281,172.335266113281
"5489",15752569,1479504,2,1,31,7,1,NA,9,1,2611155,2,1,32,7,2,277.333343505859,9,1,NA,NA
"5490",15753646,1479598,1,1,30,7,1,1256.66662597656,9,1,2611511,1,1,31,7,1,1365,9,1,108.333374023438,108.333374023438
"5491",15753689,1479598,2,1,29,3,1,900.69287109375,9,1,2611511,2,1,30,3,1,1150.88537597656,9,1,250.192504882812,250.192504882812
"5492",15754766,1479687,2,3,66,7,2,NA,9,1,2611724,2,3,67,7,1,NA,9,1,NA,NA
"5493",15755886,1479776,2,5,63,7,1,NA,9,1,2611791,2,5,64,7,1,NA,9,1,NA,NA
"5494",15757005,1479873,1,1,30,7,1,NA,9,1,2611864,1,1,30,7,1,NA,9,1,NA,NA
"5495",15757048,1479873,2,1,39,7,1,NA,9,1,2611864,2,1,40,7,1,NA,9,1,NA,NA
"5496",15757072,1479873,2,6,16,5,1,300.23095703125,9,1,2611864,2,6,17,5,1,303.233276367188,9,1,3.0023193359375,3.0023193359375
"5497",15758133,1479962,2,6,53,7,1,433.333343505859,9,1,2612151,2,6,54,7,1,468,9,1,34.6666564941406,34.6666564941406
"5498",15760367,1480146,1,1,35,2,1,NA,9,1,2612291,1,1,36,2,1,NA,9,1,NA,NA
"5499",15760391,1480146,2,1,35,3,1,220.169357299805,9,1,2612291,2,1,36,3,1,NA,9,1,NA,NA
"5500",15762238,1480308,1,2,46,5,1,NA,9,1,2612801,1,2,47,NA,NA,NA,9,1,NA,NA
"5501",15762262,1480308,2,2,28,2,1,NA,9,1,2612801,2,2,29,2,1,NA,9,1,NA,NA
"5502",15763722,1480421,1,3,67,5,1,NA,9,1,2613018,1,2,68,5,1,NA,9,1,NA,NA
"5503",15763757,1480421,1,6,29,5,2,NA,9,1,2613018,1,6,30,5,1,NA,9,1,NA,NA
"5504",15764842,1480529,2,4,46,5,1,130,9,1,2613158,2,4,47,5,1,130.100082397461,9,1,0.100082397460938,0.100082397460938
"5505",15764907,1480529,1,6,15,7,1,52,9,1,2613158,1,6,16,5,1,NA,9,1,NA,NA
"5506",15765962,1480618,1,2,37,2,1,1660.27722167969,9,1,2613379,1,2,38,2,1,1774.50512695312,9,1,114.227905273438,114.227905273438
"5507",15765997,1480618,2,2,37,2,1,1636.25866699219,9,1,2613379,2,2,38,2,1,789.841186523438,9,1,-846.41748046875,-846.41748046875
"5508",15767086,1480707,2,5,32,7,1,NA,9,1,2613654,2,1,32,7,1,NA,9,1,NA,NA
"5509",15771563,1481088,1,1,71,7,1,390.76171875,9,1,2614014,1,1,72,7,2,412.470703125,9,1,21.708984375,21.708984375
"5510",15771598,1481088,2,1,66,7,1,NA,9,1,2614014,2,1,67,7,1,NA,9,1,NA,NA
"5511",15772683,1481177,2,3,85,7,1,NA,9,1,2614154,2,3,86,7,1,NA,9,1,NA,NA
"5512",15773809,1481266,2,4,45,7,2,468,9,1,2614227,2,4,46,7,1,1200.923828125,9,1,732.923828125,732.923828125
"5513",15773833,1481266,2,6,25,5,2,NA,9,1,2614227,2,6,26,5,1,NA,9,1,NA,NA
"5514",15773868,1481266,2,6,22,6,1,600.4619140625,9,1,2614227,2,6,23,6,1,750.577392578125,9,1,150.115478515625,150.115478515625
"5515",15776042,1481452,1,1,31,5,1,1950,9,1,2614448,1,1,32,5,1,2045.33337402344,9,1,95.3333740234375,95.3333740234375
"5516",15776077,1481452,2,1,31,5,1,377,9,1,2614448,2,1,32,5,1,259.199401855469,9,1,-117.800598144531,-117.800598144531
"5517",15780511,1481827,1,1,71,4,1,NA,9,1,2614731,1,1,72,4,1,NA,9,1,NA,NA
"5518",15780546,1481827,2,1,66,5,1,NA,9,1,2614731,2,1,67,5,1,NA,9,1,NA,NA
"5519",15784991,1482203,1,1,57,7,1,879.666687011719,9,1,2614871,1,1,58,7,1,879.666687011719,9,1,0,0
"5520",15785025,1482203,2,1,55,7,1,450.666656494141,9,1,2614871,2,1,56,7,1,437.666656494141,9,1,-13,-13
"5521",15786129,1482297,2,1,66,7,1,NA,9,1,2615029,2,1,67,7,1,NA,9,1,NA,NA
"5522",15786153,1482297,1,1,67,7,1,70.0538864135742,9,1,2615029,1,1,68,7,1,70.0538864135742,9,1,0,0
"5523",15790592,1482661,2,1,62,7,1,216.66667175293,9,1,2615169,2,1,63,7,2,NA,9,1,NA,NA
"5524",15790622,1482661,1,1,77,7,1,NA,9,1,2615169,1,1,78,7,2,NA,9,1,NA,NA
"5525",15791718,1482769,1,3,86,7,1,NA,9,1,2615304,1,3,87,7,1,NA,9,1,NA,NA
"5526",15792838,1482858,1,1,50,7,1,788.666687011719,9,1,2615371,1,1,51,7,1,771.333312988281,9,1,-17.3333740234375,-17.3333740234375
"5527",15792862,1482858,2,1,43,5,1,628.333312988281,9,1,2615371,2,1,44,5,1,608.468078613281,9,1,-19.865234375,-19.865234375
"5528",15792897,1482858,1,6,19,5,1,354.272521972656,9,1,2615371,1,6,20,5,1,458.352600097656,9,1,104.080078125,104.080078125
"5529",15796221,1483137,2,1,43,6,1,251.33332824707,9,1,2615584,2,1,44,6,1,268.666656494141,9,1,17.3333282470703,17.3333282470703
"5530",15796256,1483137,1,6,19,5,2,576.333312988281,9,1,2615584,1,6,20,5,2,1018.16125488281,9,1,441.827941894531,441.827941894531
"5531",15797317,1483226,2,6,19,5,1,NA,9,1,2615886,2,6,19,5,2,NA,9,1,NA,NA
"5532",15799557,1483412,1,1,35,2,1,801.666687011719,9,1,2616025,1,1,36,2,1,823.333312988281,9,1,21.6666259765625,21.6666259765625
"5533",15799581,1483412,2,1,26,5,1,NA,9,1,2616025,2,1,27,5,1,NA,9,1,NA,NA
"5534",15801799,1483609,1,1,47,3,1,1801.3857421875,9,1,2616319,1,1,48,3,1,2251.73217773438,9,1,450.346435546875,450.346435546875
"5535",15801829,1483609,2,1,44,7,1,591.454956054688,9,1,2616319,2,1,45,7,1,598,9,1,6.5450439453125,6.5450439453125
"5536",15801853,1483609,2,6,20,5,1,439.833343505859,9,1,2616319,2,6,21,5,1,541.666687011719,9,1,101.833343505859,101.833343505859
"5537",15802906,1483692,1,2,44,4,1,2166.66674804688,9,1,2616521,1,2,45,4,1,2244.66674804688,9,1,78,78
"5538",15802949,1483692,2,2,53,7,2,NA,9,1,2616521,2,2,54,7,2,NA,9,1,NA,NA
"5539",15805158,1483889,2,3,50,5,1,563.333312988281,9,1,2616661,2,3,51,5,1,496.680847167969,9,1,-66.6524658203125,-66.6524658203125
"5540",15805182,1483889,1,4,30,3,1,760.585083007812,9,1,2616661,1,4,31,3,1,827.636657714844,9,1,67.0515747070312,67.0515747070312
"5541",15806278,1483978,2,3,82,7,1,NA,9,1,2616807,2,3,83,7,1,NA,9,1,NA,NA
"5542",15809633,1484257,1,1,28,NA,NA,NA,9,1,2616947,1,1,29,NA,NA,NA,9,1,NA,NA
"5543",15809668,1484257,2,1,27,4,1,100.07698059082,9,1,2616947,2,1,28,4,1,100.07698059082,9,1,0,0
"5544",15811867,1484443,2,3,70,7,1,NA,9,1,2617234,2,3,71,7,1,NA,9,1,NA,NA
"5545",15817466,1484907,2,4,51,7,1,NA,9,1,2617595,2,4,52,7,1,NA,9,1,NA,NA
"5546",15820823,1485199,1,1,75,7,1,NA,9,1,2617668,1,1,76,7,1,NA,9,1,NA,NA
"5547",15820858,1485199,2,1,71,7,1,NA,9,1,2617668,2,1,72,7,1,NA,9,1,NA,NA
"5548",15823067,1485377,1,1,34,7,1,NA,9,1,2617811,1,5,35,7,1,NA,9,1,NA,NA
"5549",15823091,1485377,2,1,32,6,1,NA,9,1,2617889,2,5,33,6,2,NA,9,1,NA,NA
"5550",15824187,1485466,1,6,57,7,1,771.333312988281,9,1,2618311,1,6,58,7,1,812.397766113281,9,1,41.064453125,41.064453125
"5551",15825302,1485563,1,1,29,5,1,992.333312988281,9,1,2618389,1,1,30,5,1,156,9,1,-836.333312988281,-836.333312988281
"5552",15825337,1485563,2,1,27,6,1,NA,9,1,2618389,2,1,28,6,1,86.6666641235352,9,1,NA,NA
"5553",15826511,1485652,2,2,27,3,1,NA,9,1,2618818,2,2,28,3,2,NA,9,1,NA,NA
"5554",15826546,1485652,1,2,35,4,1,1000.76983642578,9,1,2618818,1,2,35,4,1,1496.15087890625,9,1,495.381042480469,495.381042480469
"5555",15829782,1485938,2,5,48,5,1,151.66667175293,9,1,2619164,2,5,49,5,1,151.66667175293,9,1,0,0
"5556",15829812,1485938,2,6,18,6,1,281.666656494141,9,1,2619164,2,6,19,6,1,281.666656494141,9,1,0,0
"5557",15829847,1485938,2,6,18,6,1,238.33332824707,9,1,2619164,2,6,19,6,1,267.726165771484,9,1,29.3928375244141,29.3928375244141
"5558",15833143,1486217,2,4,46,7,1,NA,9,1,2619385,2,4,47,7,1,NA,9,1,NA,NA
"5559",15833178,1486217,1,6,19,7,1,NA,9,1,2619385,1,6,20,7,1,NA,9,1,NA,NA
"5560",15837629,1486586,1,1,59,4,1,1430,9,1,2619741,1,1,60,4,1,800.615844726562,9,1,-629.384155273438,-629.384155273438
"5561",15837653,1486586,2,1,59,7,1,78,9,1,2619741,2,1,60,7,1,86.6666641235352,9,1,8.66666412353516,8.66666412353516
"5562",15839869,1486772,2,1,28,5,1,NA,9,1,2619881,2,1,29,5,1,NA,9,1,NA,NA
"5563",15840972,1486861,1,6,48,7,2,NA,9,1,2620251,1,6,49,7,2,NA,9,1,NA,NA
"5564",15842096,1486969,1,4,63,7,1,NA,9,1,2620324,1,4,64,7,1,NA,9,1,NA,NA
"5565",15843211,1487051,2,3,66,7,1,NA,9,1,2620391,2,3,67,7,2,NA,9,1,NA,NA
"5566",15844366,1487159,2,1,61,7,1,121.333335876465,9,1,2620464,2,4,62,7,2,160.33332824707,9,1,38.9999923706055,38.9999923706055
"5567",15845451,1487248,1,5,52,7,2,1411.58337402344,9,1,2620618,1,5,53,7,1,988,9,1,-423.583374023438,-423.583374023438
"5568",15852172,1487809,1,4,46,2,2,833.333312988281,9,1,2620839,1,4,47,2,1,833.333312988281,11,1,0,0
"5569",15852202,1487809,1,6,16,5,1,199.33332824707,9,1,2620839,1,6,18,5,2,NA,11,1,NA,NA
"5570",15853292,1487892,2,1,59,7,1,633.708312988281,9,1,2621118,2,1,59,7,1,586.193420410156,9,1,-47.514892578125,-47.514892578125
"5571",15853322,1487892,1,1,59,7,1,650.500366210938,9,1,2621118,1,1,59,7,1,780,9,1,129.499633789062,129.499633789062
"5572",15853357,1487892,1,6,23,4,1,NA,9,1,2621118,1,6,24,4,1,NA,9,1,NA,NA
"5573",15858898,1488368,1,6,33,5,1,1200.923828125,9,1,2621339,1,2,34,5,2,1551.19323730469,9,1,350.269409179688,350.269409179688
"5574",15860019,1488457,1,2,36,7,1,823.333312988281,9,1,2621401,1,2,37,7,1,1109.33337402344,9,1,286.000061035156,286.000061035156
"5575",15860043,1488457,2,2,37,7,1,NA,9,1,2621401,2,2,37,7,1,NA,9,1,NA,NA
"5576",15861139,1488546,2,3,81,7,1,NA,9,1,2621681,2,3,82,7,1,NA,9,1,NA,NA
"5577",15863379,1488732,1,1,66,7,1,NA,9,1,2621754,1,1,67,7,1,NA,9,1,NA,NA
"5578",15863409,1488732,2,1,60,7,1,346.666656494141,9,1,2621754,2,1,61,7,1,NA,9,1,NA,NA
"5579",15866769,1489011,2,1,36,7,1,580.446533203125,9,1,2622106,2,1,37,7,1,758.333312988281,9,1,177.886779785156,177.886779785156
"5580",15867846,1489119,2,3,78,7,2,NA,9,1,2622386,2,3,79,7,1,NA,9,1,NA,NA
"5581",15871207,1489399,2,3,80,7,1,NA,9,1,2622459,2,3,81,7,1,NA,9,1,NA,NA
"5582",15874567,1489666,2,4,35,5,2,590.454223632812,9,1,2622521,2,4,36,5,2,645.496520996094,9,1,55.0422973632812,55.0422973632812
"5583",15876802,1489852,2,3,74,7,1,NA,9,1,2622734,2,3,74,7,1,NA,9,1,NA,NA
"5584",15883558,1490419,2,1,36,7,2,NA,9,1,2622807,2,1,37,7,1,NA,9,1,NA,NA
"5585",15883582,1490419,2,6,16,NA,1,151.907806396484,9,1,2622807,2,6,17,NA,1,NA,9,1,NA,NA
"5586",15884643,1490508,2,6,71,7,2,NA,9,1,2623161,2,6,72,7,1,NA,9,1,NA,NA
"5587",15886883,1490699,2,6,34,5,1,1501.15478515625,9,1,2623234,2,6,35,5,1,1812.39416503906,9,1,311.239379882812,311.239379882812
"5588",15888002,1490788,1,1,41,7,1,1666.80224609375,9,1,2623307,1,1,43,7,1,1646.66662597656,9,1,-20.1356201171875,-20.1356201171875
"5589",15888037,1490788,2,1,43,7,1,827.636657714844,9,1,2623307,2,1,44,7,1,800.615844726562,9,1,-27.0208129882812,-27.0208129882812
"5590",15888061,1490788,2,6,16,6,1,NA,9,1,2623307,2,6,17,6,1,329.253265380859,9,1,NA,NA
"5591",15893596,1491253,1,1,65,7,2,NA,9,1,2623668,1,1,66,7,2,NA,9,1,NA,NA
"5592",15893626,1491253,2,1,43,7,1,560.431091308594,9,1,2623668,2,1,44,7,1,916.705200195312,9,1,356.274108886719,356.274108886719
"5593",15893669,1491253,1,6,22,5,1,631.485778808594,9,1,2623668,1,6,22,5,1,611.970825195312,9,1,-19.5149536132812,-19.5149536132812
"5594",15894711,1491342,1,6,30,4,1,1516.66662597656,9,1,2623889,1,2,31,4,1,1401.07775878906,9,1,-115.5888671875,-115.5888671875
"5595",15898083,1491628,1,6,30,4,1,959.73828125,9,1,2624028,1,6,31,4,1,1138.87609863281,9,1,179.137817382812,179.137817382812
"5596",15900312,1491806,2,3,88,7,1,NA,9,1,2624095,2,3,89,7,1,NA,9,1,NA,NA
"5597",15903672,1492098,1,1,54,7,2,1331.14514160156,9,1,2624451,1,1,55,7,1,1300,9,1,-31.1451416015625,-31.1451416015625
"5598",15903702,1492098,2,1,53,7,2,433.333343505859,9,1,2624451,2,1,54,7,1,450.346435546875,9,1,17.0130920410156,17.0130920410156
"5599",15908186,1492462,2,1,53,7,1,173.582489013672,9,1,2624818,2,1,54,7,1,NA,9,1,NA,NA
"5600",15909271,1492551,1,1,34,7,2,NA,9,1,2624958,1,1,35,7,1,NA,9,1,NA,NA
"5601",15909301,1492551,2,1,29,7,1,NA,9,1,2624958,2,1,30,7,1,NA,9,1,NA,NA
"5602",15910393,1492659,2,6,45,4,1,385.29638671875,9,1,2625164,2,6,46,4,1,382.294067382812,9,1,-3.0023193359375,-3.0023193359375
"5603",15910423,1492659,1,6,16,6,1,NA,9,1,2625237,1,6,17,6,1,160.33332824707,11,1,NA,NA
"5604",15911543,1492748,2,1,36,7,2,437.666656494141,9,1,2625318,2,1,37,7,1,445.356811523438,9,1,7.69015502929688,7.69015502929688
"5605",15912639,1492837,2,3,56,7,1,567.666687011719,9,1,2625601,2,3,57,7,2,524.333312988281,9,1,-43.3333740234375,-43.3333740234375
"5606",15913759,1492926,2,3,61,7,1,NA,9,1,2625679,2,3,62,7,2,NA,9,1,NA,NA
"5607",15913783,1492926,2,6,58,7,1,NA,9,1,2625679,2,6,59,7,2,NA,9,1,NA,NA
"5608",15918262,1493302,2,1,69,7,1,NA,9,1,2625954,2,1,70,7,1,NA,9,1,NA,NA
"5609",15926079,1493957,1,1,35,4,1,1560,9,1,2626241,1,1,36,4,1,897,9,1,-663,-663
"5610",15926109,1493957,2,1,34,5,2,476.666656494141,9,1,2626241,2,1,35,5,2,494.380310058594,9,1,17.7136535644531,17.7136535644531
"5611",15929426,1494236,1,1,33,7,2,NA,9,1,2626594,1,1,34,7,1,NA,9,1,NA,NA
"5612",15929469,1494236,2,1,31,4,2,NA,9,1,2626594,2,1,32,4,1,NA,9,1,NA,NA
"5613",15930548,1494333,1,6,26,5,2,NA,9,1,2626748,1,6,27,5,2,1417,9,1,NA,NA
"5614",15930912,1494368,1,2,23,2,1,500.384918212891,9,1,2626829,1,2,24,2,2,775.596618652344,9,1,275.211700439453,275.211700439453
"5615",15930947,1494368,2,2,25,3,2,528.666687011719,9,1,2626829,2,2,26,3,2,797.333312988281,9,1,268.666625976562,268.666625976562
"5616",15931668,1494422,1,6,62,7,1,NA,9,1,2627035,1,6,63,7,1,NA,9,1,NA,NA
"5617",15931692,1494422,1,6,54,NA,NA,NA,9,1,2627035,1,6,55,NA,NA,NA,9,1,NA,NA
"5618",15935027,1494708,1,1,34,5,1,1646.66662597656,9,1,2627248,1,4,35,5,2,1068.62707519531,9,1,-578.03955078125,-578.03955078125
"5619",15935051,1494708,2,1,33,6,2,108.333335876465,9,1,2627175,2,4,34,6,1,117,9,1,8.66666412353516,8.66666412353516
"5620",15943976,1495453,2,3,77,7,1,NA,9,1,2627531,2,3,78,7,1,NA,9,1,NA,NA
"5621",15947378,1495739,2,1,51,7,1,624,9,1,2627744,2,1,52,7,1,533,9,1,-91,-91
"5622",15949583,1495917,1,1,44,7,2,580.446533203125,10,1,2627884,1,1,44,7,1,600.4619140625,10,1,20.015380859375,20.015380859375
"5623",15949613,1495917,2,1,45,5,1,320.246337890625,10,1,2627884,2,1,45,5,1,393.478881835938,10,1,73.2325439453125,73.2325439453125
"5624",15958531,1496662,1,1,51,7,1,NA,10,1,2628384,1,1,52,7,1,NA,10,1,NA,NA
"5625",15958566,1496662,2,1,50,7,1,2542.58325195312,10,1,2628384,2,1,51,7,1,1713.31799316406,10,1,-829.265258789062,-829.265258789062
"5626",15959651,1496751,1,1,32,6,1,1701.30871582031,10,1,2628619,1,1,33,6,1,2251.73217773438,10,1,550.423461914062,550.423461914062
"5627",15959686,1496751,2,1,35,5,1,806.42822265625,10,1,2628619,2,1,36,5,1,789.841186523438,10,1,-16.5870361328125,-16.5870361328125
"5628",15960773,1496859,1,3,84,4,1,NA,10,1,2628899,1,3,85,4,1,NA,10,1,NA,NA
"5629",15961893,1496948,1,1,45,4,1,NA,10,1,2628961,1,1,46,NA,NA,NA,10,1,NA,NA
"5630",15961923,1496948,2,1,49,7,1,281.666656494141,10,1,2628961,2,1,50,7,1,294.666656494141,10,1,13,13
"5631",15961958,1496948,1,6,18,4,1,225.33332824707,10,1,2628961,1,6,19,NA,NA,NA,10,1,NA,NA
"5632",15963012,1497049,2,4,44,5,1,130,10,1,2629186,2,4,45,5,1,212.33332824707,10,1,82.3333282470703,82.3333282470703
"5633",15964132,1497138,2,2,39,2,1,1381.06237792969,10,1,2629399,2,2,40,2,1,1552.19396972656,10,1,171.131591796875,171.131591796875
"5634",15964167,1497138,1,2,44,3,1,NA,10,1,2629399,1,2,45,3,1,NA,10,1,NA,NA
"5635",15966372,1497316,1,1,73,7,1,NA,10,1,2629534,1,1,74,7,1,NA,10,1,NA,NA
"5636",15966402,1497316,2,1,71,7,1,NA,10,1,2629534,2,1,72,7,1,NA,10,1,NA,NA
"5637",15967492,1497413,1,6,36,4,2,1126.66662597656,10,1,2629674,1,6,37,4,2,1183.01635742188,10,1,56.3497314453125,56.3497314453125
"5638",15967522,1497413,2,3,74,7,1,NA,10,1,2629674,2,3,75,7,1,NA,10,1,NA,NA
"5639",15969738,1497596,1,1,27,3,1,1681.14331054688,10,1,2629828,1,1,28,3,1,2136.6435546875,10,1,455.500244140625,455.500244140625
"5640",15969762,1497596,2,1,25,4,1,NA,10,1,2629828,2,1,26,4,1,NA,10,1,NA,NA
"5641",15970841,1497693,1,1,24,4,1,NA,10,1,2629968,1,1,25,4,1,801.666687011719,10,1,NA,NA
"5642",15970876,1497693,2,1,25,5,1,530.408020019531,10,1,2629968,2,1,26,5,1,950.731323242188,10,1,420.323303222656,420.323303222656
"5643",15971961,1497782,2,3,86,7,1,NA,10,1,2630249,2,3,86,7,1,NA,10,1,NA,NA
"5644",15973093,1497871,1,6,42,7,1,1690,10,1,2630311,1,6,43,5,1,1462.39770507812,10,1,-227.602294921875,-227.602294921875
"5645",15974219,1497979,1,1,32,2,1,1768.3603515625,10,1,2630389,1,1,33,2,1,2037.5673828125,10,1,269.20703125,269.20703125
"5646",15974243,1497979,2,1,27,4,1,NA,10,1,2630389,2,1,28,4,1,NA,10,1,NA,NA
